PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Knuckleball,PitchType_Slider,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
203,7/2/25,9:11:00 PM,3,2,Adan Nieves,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,6,Bottom,2,0,1,Fastball,,StrikeCalled,,,,,,,81.393468,1.1655742919194887,-2.009602355,,,,4.064067988288147,2.0497607528979382,6.000000192000004,,,,1.7593678957044767,-0.1812827752242526,72.92772566094675,-6.542500182,-2.009602355,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,ef1153f8-8139-41d0-9aab-66213d27a705,81.61755854988627,4.057220978873287,2.049760752897936,1.246531404545887,-2.009602355,73.09638706512231,1.765697019975044,0.1812827752242471,-6.446732711,-2.009602355,0.4721359683012703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,110.6514,0.0,,-2
204,7/2/25,9:11:13 PM,3,3,Adan Nieves,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,6,Bottom,2,0,2,Fastball,,BallCalled,,,,,,,82.37508149809001,-1.364940304,-3.184536146,2021.1350868074455,194.4301179808316,12:30,5.102054252567578,1.499995372838972,6.000000192000004,-26.34752562,15.66285290410386,2.1026305446242164,1.635657757920437,1.287524622,73.97282229887723,-6.341436632,-2.785989938,0.4664980361266386,,,,,,,,,,,,-2.223969462,8.940117743098366,-1.241549648,50.00000000000001,4.975434954053745,6.587338205,-119.5215884,-3.636662086,-3.148128578,27.639570316135256,-19.51891172,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,e13666fd-ae5f-4053-906b-bfd212e82f87,82.62163792,5.101581422080654,1.503282692722401,-1.360648378,-3.224165224,74.17435073002507,1.6369681083281749,-1.290028215,-6.3202633,-2.823840555,0.4662865453220766,2.4764970254250778,14.127379163549618,-53.45822736,24.86316029182861,1203.401394265038,-1623.826383,59.54086899584294,-0.576624916,-0.803422984,-0.148375248,,,,,,,,,,,,,,,,,0.547100031,0.0,,,medium,high,67.62315573735425,24.426434629004085,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.08867,0.0,,-1
205,7/2/25,9:11:26 PM,3,4,Adan Nieves,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,6,Bottom,2,1,2,Slider,,HitByPitch,,,,,,,67.71406337410038,4.925770345962107,0.038667132,2093.068734218955,62.12833979368204,8:00,4.464087685628251,3.57074698202284,6.000000192000004,-66.28926483,-3.614772093,-14.61406644,3.529274901645964,-2.388845043799312,60.58173182557205,-7.637363284,-2.743561011,0.5697927726399136,,,,,,,,,,,,7.929742884841874,-3.710896595,-3.565474049,49.99999999999999,4.828100994,0.2893319515252057,-98.03378442,6.836373288854311,7.515162528007678,19.27559639442563,-35.69093424,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,6cd3784d-b3c5-4cf5-b171-db37ef563e65,67.87002122046853,4.448916072527408,3.569959442352634,5.104572857978844,0.047806376,60.66265875245215,3.541523140703013,2.3896949928697784,-7.450348134,-2.730255367,0.5696201271593953,-14.69634409,-7.704924877,-46.8193937,23.633480195648204,1432.2875987526293,-1526.266347,68.43003172024824,0.3199053525958004,-0.729200299,0.6049194074453015,,,,,,,,,,,,,,,,,0.774088703,0.0,,,medium,high,68.72986782391662,-22.24616334,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,13.220759852694258,21.986714262929674,15.72897320428381,-5.1660131329208046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.9152,0.0,,-1
206,7/2/25,9:11:56 PM,4,1,Adan Nieves,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,6,Bottom,2,0,0,Changeup,,StrikeCalled,,,,,,,78.24479345,0.981696730437246,-2.797157004,1921.993839821959,199.36937951597525,12:45,4.70346498,1.9824060939644583,6.000000192000004,-30.16837976,16.39162599815945,4.126238900720381,3.1029936815467414,0.275467944,69.99971888292929,-4.740110129,-2.01390113,0.4911091606467876,,,,,,,,,,,,-3.195490696,8.532712445921616,-1.756769316,50.00000000000004,4.766090205424797,5.432533722218773,-113.5765309,1.0957454945673923,-4.080332249,25.154414110216777,-21.27860188,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,282481d9-5ac5-4f0b-bec7-4b8764e5a89c,78.49296330565258,4.702804777602136,1.986958318,0.9876182442980193,-2.851059777,70.19834424313528,3.104600226581571,-0.27885606,-4.714117281,-2.065293538,0.4908732955682436,4.633580486873624,14.616875454313078,-49.65654574,15.29522858466772,1244.237328021727,-1464.900608,64.73680103662481,-0.610727007,-0.762177577,-0.214704132,,,,,,,,,,,,,,,,,0.9945961048921386,0.0,,,medium,high,76.23429427379905,-9.302696341,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,111.8572,0.0,,-2
207,7/2/25,9:12:14 PM,4,2,Adan Nieves,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,6,Bottom,2,0,1,Fastball,,Foul,,,,,,,79.03105794753608,2.874263817647908,-1.55231764,,,,4.108081054079957,1.647653750171536,6.000000192000004,,,,3.182703549152173,-0.2045864518456694,70.58977985,-5.328247318,-1.55231764,,49.478980084928445,0.1556348249484949,59.295508584902,,,,,30.666998757455023,,57.21482122508208,0.4541676039385033,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,6d9a0285-4832-4e8b-b80a-e47206eb29bb,79.25577830418676,4.100774157553584,1.6476537501715407,2.960070173,-1.55231764,70.75664404171161,3.189438772060964,0.2045864518456698,-5.226142635,-1.55231764,0.4866078018660644,,,,,,,,,,,42.54247612069233,25.264384654727863,0.134401574,-0.691979662,0.3559561921334174,3.113237402654082,25.78195144710037,16.605896313331208,,,,,,,,,,0.0,,15.82366164099017,low,high,,,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111.12177,0.0,,-2
208,7/2/25,9:12:32 PM,4,3,Adan Nieves,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,6,Bottom,2,0,2,Fastball,,InPlay,,LineDrive,Out,1.0,0.0,,78.97071121974416,0.1128148444029901,-0.721230603,1946.1386953833755,177.0261241052988,12:00,5.403693839127462,0.9215658545795716,6.000000192000004,-25.67292293,19.91129954476694,-1.387512808,3.369141331748464,-0.1355972153506394,70.72118076295021,-4.75697014,-0.98499385,0.485935691,59.09567041,23.23684720736938,-21.65217582,,-39.99613309,102.47101706173662,14.19746352915246,143.26716980770993,,-21.39830324,2.100636506,0.5033164199927314,10.736131793426631,-0.862012913,50.000000000000014,5.398038543,1.484503639936136,-114.7761973,-0.507476529,0.6564786609154315,25.646343905639394,-18.17084774,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,65d30521-7453-45f1-8398-c1ee1e1ac920,79.21926971970859,5.404322870611897,0.9226677913925024,0.1036020981665228,-0.734506155,70.92641088643919,3.369677961155411,0.1348140339912271,-4.747382615,-0.996838363,0.4857007205444886,-1.262051765,18.317833294889237,-36.79453842,3.084834146,1558.4454172093244,-1165.634464,80.07884643094884,-0.799710037,-0.598947273,0.041545405,-20.03584466,50.47043889633395,23.315187920931244,-0.022306149,1.4463504893671597,3.2486886128697265,-52.27091398,133.39127968646804,,,,,,,,,0.8915903097883396,0.0,,27.949929056500885,medium,high,87.22364926852076,6.049992475330971,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,110.24302,0.4166666666666667,0.57915,-1
209,7/2/25,9:15:10 PM,1,1,Cole Mcclusky,,Right,Kcl bluecaps 2025,Lucas Rink,,Left,Kcl groundsloths 2025,,7,Top,0,0,0,Changeup,,StrikeSwinging,,,,,,,73.47765846000885,1.2334008373200185,-1.842575345,,,,4.481920422965085,2.2899987806636783,6.000000192000004,,,,1.4718335194832206,-0.5769303184163257,66.07691230014927,-8.202217385,-1.842575345,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,581d5758-7fff-4f4e-8f26-df00b8c93f5e,73.67971688993134,4.473392441,2.2899987806636743,1.3334554861387549,-1.842575345,66.21907571565681,1.479497877973583,0.5769303184163229,-8.086323099,-1.842575345,0.5229787005775275,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,109.46791,0.0,,-2
210,7/2/25,9:15:25 PM,1,2,Cole Mcclusky,,Right,Kcl bluecaps 2025,Lucas Rink,,Left,Kcl groundsloths 2025,,7,Top,0,0,1,Fastball,,StrikeSwinging,,,,,,,78.67111626,-0.716218981,-2.866260892,2043.8265068403928,213.6699293,1:00,5.5259513980083526,2.517344641683588,6.000000192000004,-26.29940231,19.66366174602608,10.777191882544663,2.667816534180904,-0.7493348580309507,70.60328790296337,-5.693232484,-0.821508721,0.4879507711502331,,,,,,,,,,,,-6.796421303,10.877391436814012,-2.289922113,50.00000000000004,5.452302746429714,5.4114972871780775,-114.2137766,-2.178493248,-8.795911552,25.00425435951213,-18.09655663,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,bb5e9480-19cd-4036-9f84-53a77c8b51b7,78.90667735837924,5.526918770904008,2.523421669,-0.729470638,-2.939007637,70.79563175137028,2.6680704070527974,0.7445377376254759,-5.687862721,-0.894075663,0.4877301959028024,11.46011238852066,18.201025836627267,-23.37945877,66.49915528202357,1876.0221119990983,-811.0288684,91.78969476,-0.763915336,-0.396818842,-0.508889148,,,,,,,,,,,,,,,,,0.9427846819907908,0.0,,,medium,high,30.150760246178763,70.46193358732198,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,111.20182,0.0,,-1
211,7/2/25,9:15:40 PM,1,3,Cole Mcclusky,,Right,Kcl bluecaps 2025,Lucas Rink,,Left,Kcl groundsloths 2025,,7,Top,0,0,2,Changeup,,BallCalled,,,,,,,74.85172383699543,1.1797978220027483,-3.492302642,1429.2126606556487,214.73747492508133,1:15,5.088038934076109,3.608526711778513,6.000000192000004,-32.40282284,18.49391864194425,10.76043506136084,3.4864954726221766,-1.2554802446296658,66.99346900895085,-4.961859344,-1.451335781,0.5134716992440147,,,,,,,,,,,,-7.011446833,9.60316522,-3.329937236,49.999999999999964,5.165579144232071,6.335370381441764,-108.5806065,1.3638241630748171,-8.19248146,22.78210655,-20.95329089,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,83c8b058-ed2a-4e23-a86a-74406027c5b4,75.08783091502542,5.087118835481501,3.6137077162407896,1.1888815296574722,-3.554107854,67.18189956376627,3.488356756020461,1.251381092333345,-4.932050274,-1.51360603,0.5132285845902131,11.340982658111576,16.58732395787769,-8.04935322,64.33924211172751,1415.1318014247504,-200.1269946,99.01478208117476,-0.813675281,-0.140026044,-0.564203193,,,,,,,,,,,,,,,,,0.9802598340424332,0.0,,,medium,high,32.09468209944525,-62.90625059,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122.19273,0.0,,-1
212,7/2/25,9:15:54 PM,1,4,Cole Mcclusky,,Right,Kcl bluecaps 2025,Lucas Rink,,Left,Kcl groundsloths 2025,,7,Top,0,1,2,Fastball,,Foul,,,,,,,78.78490298,-0.645928616,-3.209175556,1876.255767315583,211.70872391485105,1:00,5.308855974214074,2.4731780855712637,6.000000192000004,-26.1905625,19.66466291751066,10.028274155524128,2.5250186494552413,-0.3231572747163913,70.68884077310396,-5.602210311,-1.307542243,0.4873780194378289,,,,,,,,,,,,-6.506535996,10.853944218623244,-2.217311407,50.00000000000007,5.240986179219915,6.125325611530799,-114.3448722,-2.037869792,-8.440693857,25.047816842479424,-18.09362025,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,45ade7b7-3599-4cae-948c-6b4df356da78,79.02255699132566,5.309692906030456,2.478686519540648,-0.657540556,-3.275478966,70.88240772886141,2.525363445313192,0.3188076700280913,-5.595442858,-1.373605494,0.4871577275784672,10.651814466544575,18.19195090783663,-21.41818043,85.12018569032504,1746.6815240074131,-685.1564479,93.09399893312224,-0.791979593,-0.365172201,-0.489303167,,,,,,,,,,,,,,,,,0.9864659271707495,0.0,,,medium,high,13.391832878707415,86.38758312057561,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.377464,0.0,,-2
213,7/2/25,9:16:14 PM,1,5,Cole Mcclusky,,Right,Kcl bluecaps 2025,Lucas Rink,,Left,Kcl groundsloths 2025,,7,Top,0,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,78.03211688,-1.175460615,-4.398554648,2005.0605091018424,211.247963149742,1:00,5.326524118749592,3.0216173681189025,6.000000192000004,-26.22295765,20.610031528827488,10.24446806065559,2.045430970962232,0.220715638,70.10466593413406,-6.127509069,-2.461129169,0.492546754177061,,,,,,,,,,,,-7.00761716,11.536603329157224,-2.66857013,49.999999999999964,5.215275062360425,8.409716609687063,-113.0893869,-3.067471509,-8.903739791,24.256715871510508,-17.51586953,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,27c8b2e7-2a34-456a-a72a-1433788fd9bf,78.26649396103252,5.327595565840268,3.027188000000557,-1.189878669,-4.465577014,70.29645990333186,2.045597250378803,-0.225120348,-6.123228306,-2.528097785,0.4923274280003485,10.876736549317412,19.19377006274232,-21.13359743,79.67763328,1870.2047033227573,-722.912175,93.27422763,-0.797429646,-0.36054382,-0.483853402,,,,,,,,,,,,,,,,,0.5940693751699937,0.0,,,medium,high,18.290130047265603,23.979477407410982,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,112.01924,0.0,0.0,-1
214,7/2/25,9:16:48 PM,2,1,Cole Mcclusky,,Right,Kcl bluecaps 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,,7,Top,1,0,0,Fastball,,Foul,,,,,,,77.97760922804778,0.041108758,-4.563705008,1933.7842778494223,208.6822792393156,1:00,5.561105123482165,3.168033119504109,6.000000192000004,-27.49651017,19.466377978170023,8.409548001462083,3.3080569040348613,0.381642428,69.86829913923606,-5.160993325,-2.973239012,0.4932293607713662,,,,,,,,,,,,-6.092594296,10.515279022105137,-2.800380928,50.00000000000003,5.548539389121991,8.782597524550388,-112.9971619,-0.693250454,-7.716900787,24.49945102186905,-18.85536119,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,a14e015f-300d-4e79-8200-867c5b86cdde,78.21959613278587,5.561828291520907,3.173412223536476,0.0306773955932907,-4.627889556,70.06531840033975,3.3085531138067137,-0.385832848,-5.151680799,-3.036684933,0.4930009925103593,9.015171757,17.93495330398712,-31.84877885,88.65421704216894,1642.6409836875036,-1020.417675,84.94437577671789,-0.745212462,-0.527679166,-0.407692388,,,,,,,,,,,,,,,,,0.9008347568420864,0.0,,,medium,high,10.211204662047866,37.01540778024034,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,112.662254,0.0,,-2
215,7/2/25,9:17:11 PM,2,2,Cole Mcclusky,,Right,Kcl bluecaps 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,,7,Top,1,0,1,Fastball,,Foul,,,,,,,78.31857724396954,2.0809056902164538,-2.744571958,,,,3.954447993623772,2.785927699459123,6.000000192000004,,,,2.225239463214315,-0.2331870929344919,70.10495537075428,-6.258815184,-2.744571958,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,b55c5672-9382-418b-afab-e09efecf72fb,78.54043076638203,3.946798591911645,2.785927699459124,2.1694174889824662,-2.744571958,70.26531670231883,2.23195094386792,0.2331870929344937,-6.156272481,-2.744571958,0.4911434845975992,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111.02333,0.0,,-2
216,7/2/25,9:17:35 PM,2,3,Cole Mcclusky,,Right,Kcl bluecaps 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,,7,Top,1,0,2,Fastball,,BallCalled,,,,,,,76.82608904108841,1.4654785067102003,-5.104552427,1928.16046871741,214.8836936167492,1:15,5.160593517050681,2.6466088645174453,6.000000192000004,-28.9916559,19.51834879437364,11.205759951611476,4.112350021089222,1.176308276,68.62087511433502,-4.024733584,-2.986272954,0.5012878525892379,,,,,,,,,,,,-7.796435728,10.05970489,-2.236203768,49.99999999999999,5.263680363037907,9.622695433434416,-111.1998811,2.052734278239841,-9.55899256,23.809196533445373,-19.84012578,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,b001daa2-90e5-4ce3-a27f-81e29ce6ab92,77.06790951308452,5.161208605200581,2.653012857023411,1.4561418981773164,-5.181002197,68.81692531,4.112986769659331,-1.18138308,-4.013286893,-3.062603294,0.5010536399964836,11.927543960704194,17.902124693697054,-24.56787276,81.92479658,1753.6029137056826,-801.6730095,90.9469384,-0.746051083,-0.415770898,-0.52013685,,,,,,,,,,,,,,,,,0.9059379933493849,0.0,,,medium,high,16.26768307734121,14.51322757045099,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.96408,0.0,,-1
217,7/2/25,9:17:52 PM,2,4,Cole Mcclusky,,Right,Kcl bluecaps 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,,7,Top,1,1,2,Fastball,,Foul,,,,,,,77.43249903300583,0.4422943211017356,-3.24953058,2000.638263860283,211.37081862226069,1:00,5.282683286965648,2.9477082462150364,6.000000192000004,-27.21049593,20.295812805065747,10.31748811,3.426877569315652,-0.7841634947646734,69.32381687311462,-4.715572862,-1.292298068,0.4960747998548533,,,,,,,,,,,,-6.68551747,10.829118864303208,-2.688707489,49.99999999999997,5.303017663213449,6.091295802630178,-112.3751715,0.106958643348362,-8.369786706,24.34449616050999,-18.61677216,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,a39eea72-6774-40cd-92eb-16cd5d1953be,77.67278032442131,5.2837249550401975,2.9536233431127688,0.4280457044384702,-3.319902382,69.51889665432769,3.4271433101576134,0.7795651051321446,-4.709865891,-1.362166143,0.4958428942609906,10.978748767632052,18.74731492366603,-22.37745788,85.96537515600711,1849.981973711301,-761.6561953,92.46958869,-0.789520183,-0.380706602,-0.481373415,,,,,,,,,,,,,,,,,0.9487059380569888,0.0,,,medium,high,12.631162359593551,21.98117572284673,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.00009,0.0,,-2
218,7/2/25,9:18:17 PM,2,5,Cole Mcclusky,,Right,Kcl bluecaps 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,,7,Top,1,1,2,Changeup,,Foul,,,,,,,72.48037914352945,1.6009730937733064,-2.508597142,,,,4.267710832333196,2.7377284247415834,6.000000192000004,,,,1.4796092385110993,-0.4047631743386379,65.15168769359089,-8.107808822,-2.508597142,,76.98154430534635,4.862618906951126,-66.27007162,,,,,80.30655857416541,,-64.47886348,0.7427199449606826,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,f10ce538-dabf-40dc-959e-8efaa8069fd4,72.68028840224947,4.259003208946293,2.737728424741572,1.7033424776381385,-2.508597142,65.29178684085883,1.487276818785989,0.404763174338632,-7.988521717,-2.508597142,0.5305062166273093,,,,,,,,,,,-70.21930269,30.867875666350404,6.525484271085484,-0.976280991,3.7135228040056822,1.8209105104737664,-72.47075908,34.59960156459889,,,,,,,,,,0.0,,39.38444024660198,low,high,,,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.2513,0.0,,-1
219,7/2/25,9:18:43 PM,2,6,Cole Mcclusky,,Right,Kcl bluecaps 2025,Cameron Steinbaugh,,Right,Kcl groundsloths 2025,,7,Top,1,1,2,Changeup,,BallCalled,,,,,,,72.60078558995404,-0.942856621,-4.235928327,1430.4607398825635,214.4271882807738,1:15,5.334582692566975,3.820072630883729,6.000000192000004,-34.98674508,19.080317431359862,10.799135077828772,1.5402558966743145,-0.7759672548674139,65.42922589785772,-7.536991534,-2.19281849,0.5292220245061544,,,,,,,,,,,,-7.251888382,10.631234548211353,-3.480669616,49.99999999999999,5.237275971427088,7.511648958967835,-105.2489696,-2.656027018,-7.981435317,20.99646147546666,-20.47330263,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,75fb380d-38f6-4e9f-aa09-b3b6ec4a7cb1,72.82445958848653,5.333084646734193,3.82525305,-0.926941299,-4.297302403,65.60542876661562,1.5425925945847534,0.7719164738387351,-7.50018412,-2.254200633,0.5289778005802265,11.37665859456988,17.13241091,-8.290825411,67.29244903491852,1415.5108394726192,-206.2692214,98.95488914913024,-0.816224767,-0.144197751,-0.559449854,,,,,,,,,,,,,,,,,0.9301632418591672,0.0,,,medium,high,29.43679586857329,-49.73726732,54.667001749344,Nolan Hunter,,Kcl bluecaps 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,121.7347,0.0,,-2
