PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
21,7/24/2025,6:39:34 PM,5,1,Will Davidsmeier,,Right,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,1,Top,2,0,0,Fastball,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,443ee749-7cd5-4a70-bd69-109389a40646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nolan Mccrossin,,Normal cornbelters,2019-02,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109.11818,0.0,,-1
22,7/24/2025,6:39:48 PM,5,2,Will Davidsmeier,,Right,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,1,Top,2,1,0,Curveball,,BallCalled,,,,,,,72.26799929,4.482801963,-4.472227178,2666.355567,25.20126974,6:45,5.864063357,3.762677504,6.000000192,-69.17028789,-13.69445322,-9.216158555,4.287432372,1.170257228,64.72920916,-8.58183873,-6.2160354,0.536072396,,,,,,,,,,,,3.356447161,-9.073766945,-3.392357491,50.0,6.191330417,8.399437003,-104.3485535,6.420214308,3.590470623,22.43306892,-41.88047191,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,f7128f3a-725a-477b-bdc1-fc255c114c72,72.39322276,5.845275849,3.764450102,4.703105276,-4.493584039,64.77356555,4.301868844,-1.171362393,-8.36708527,-6.232383626,0.535959904,-9.011040445,-18.00890065,-36.58171647,48.35659409,2141.104027,-1589.064365,80.30076909,0.726575505,-0.595968664,0.341920148,,,,,,,,,,,,,,,,,0.997006104,0.0,,,medium,high,46.47906532,-79.81972476,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,14.011694071333338,32.792348225517244,18.307684518965516,-5.929298743066667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103.16747,0.0,,-1
23,7/24/2025,6:40:11 PM,5,3,Will Davidsmeier,,Right,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,1,Top,2,2,0,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,e8462eaf-0a71-4ec0-8614-7aa5367085cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nolan Mccrossin,,Normal cornbelters,2019-02,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,109.11818,0.0,0.0,-2
24,7/24/2025,6:42:48 PM,1,1,Trey Carter,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,1,Bottom,0,0,0,Fastball,,StrikeSwinging,,,,,,,90.80871641,-0.209338689,-6.420642807,2240.910745,211.8684747,1:00,5.382915867,5.253874533,6.000000192,-14.43113765,20.39179125,11.37996198,3.984534046,-0.209795193,81.06253429,-2.940166656,-4.278753662,0.424721426,,,,,,,,,,,,-8.316953574,11.09842901,-4.735278581,50.0,5.35739353,14.39043439,-131.1869275,-0.954583897,-14.20929394,32.83462728,-13.21267885,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,4fb07c35-9c1f-46e3-aa26-7e3b72d6feb3,91.07034617,5.385972723,5.259212773,-0.247049386,-6.484332957,81.27906529,3.98278932,0.205535183,-2.96527203,-4.343018707,0.424541359,11.98418712,19.58516671,-8.016819179,89.89250384,2219.010709,-312.5259043,99.02271716,-0.840962622,-0.139463789,-0.522811361,,,,,,,,,,,,,,,,,0.99688608,0.0,,,medium,high,9.096746544,85.82380578,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,113.74482,0.0,,-2
25,7/24/2025,6:43:02 PM,1,2,Trey Carter,,Right,Springfield lucky horseshoes 2025,Tyler Thompson,,Right,Normal cornbelters,,1,Bottom,0,0,1,Curveball,,InPlay,,GroundBall,Out,1.0,0.0,,80.24697907,0.333792213,-3.254280827,2611.108521,46.37453841,7:30,4.998088527,3.54075636,6.000000192,-47.99817308,-3.449660152,-9.465819642,1.30896952,0.275826557,72.15336619,-8.72056801,-5.050558865,0.480383551,,,,,,,,,,,,3.948523468,-1.991120312,-3.269951598,50.0,4.997719996,6.89111037,-116.3982728,-0.704134041,5.261249782,27.70361438,-34.82713786,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,bec66018-0399-4019-bc70-cacae4fec4d2,80.43613319,4.986869026,3.541998523,0.465731752,-3.26943748,72.27962358,1.317945432,-0.276438911,-8.58109923,-5.059805806,0.480215309,-9.318486838,-6.519463378,-63.15415765,24.18542899,1179.154532,-2329.695752,45.15915454,0.311571653,-0.89222479,0.326891463,,,,,,,,,,,,,,,,,0.997161269,0.0,,,medium,high,68.23311391,-64.30337413,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,9.668735360952383,23.90178322438095,20.1748393122381,-2.2155171950476196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,99.6051,0.0,0.0,-2
26,7/24/2025,6:43:33 PM,2,1,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,0,0,Changeup,,Foul,,,,,,,78.28089374,-1.003128096,-6.580204647,1637.656464,227.6883164,1:30,5.658815931,4.751850664,6.000000192,-30.52598684,16.28464357,14.84878009,2.17640442,0.15338168,70.34839104,-6.753668688,-3.787284986,0.492429166,,,,,,,,,,,,-10.19954582,9.134005268,-4.222115058,50.0,5.558833418,12.62163696,-113.0532319,-2.855031402,-12.97017892,23.96333174,-20.55885762,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,e22d1744-d404-48a0-82bb-8eeabbe7d2be,78.5055114,5.65749989,4.758719245,-0.988813907,-6.661439295,70.52482133,2.178321436,-0.158708618,-6.722871451,-3.868496101,0.492225375,15.62062776,14.68784351,-6.326281442,33.65513475,1627.683981,-180.4537393,99.39105159,-0.669064105,-0.110190228,-0.734990705,,,,,,,,,,,,,,,,,0.99715329,0.0,,,medium,high,59.71037872,18.08906961,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,116.230545,0.0,,-2
27,7/24/2025,6:43:48 PM,2,2,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,0,1,Slider,,BallCalled,,,,,,,83.63589408,0.892586776,-6.186148176,2762.57002,62.00249597,8:00,5.296893882,4.619917112,6.000000192,-40.69381183,0.709395957,-9.544677656,2.740233545,1.947284943,74.89891033,-6.771193128,-7.980103857,0.463114648,,,,,,,,,,,,2.903698606,0.056265481,-4.108575627,50.0,5.346647978,13.37681714,-120.7820533,0.676700352,4.162028663,30.03088173,-32.09340122,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,13673083-bba6-4246-ae2f-e701b799f98e,83.85705499,5.288171743,4.620415052,0.994300555,-6.192416298,75.06009448,2.747746753,-1.947365332,-6.658459523,-7.9809515,0.462929048,-9.480888852,-1.988484633,-67.25582501,19.3923595,1068.057069,-2547.753366,38.66171938,0.181490907,-0.922240286,0.341370627,,,,,,,,,,,,,,,,,0.997347501,0.0,,,medium,high,107.4531236,10.03210295,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,6.279820350952377,19.742727115380948,20.253697326238097,-2.7743117580476193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.2978,0.0,,-1
28,7/24/2025,6:44:05 PM,2,3,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,1,1,Fastball,,BallCalled,,,,,,,90.08971754,-4.023978895,-4.433955472,2090.743643,211.8733198,1:00,5.484379783,3.310017043,6.000000192,-15.57882546,19.6595918,11.43876394,0.428877554,-0.13411115,81.01893309,-6.957143829,-2.272413978,0.427247686,,,,,,,,,,,,-7.637822187,11.949622,-2.954771972,50.0,5.146034919,9.729658034,-130.2800882,-9.699718681,-12.90348606,31.71763806,-11.98612465,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,cd2a58da-8905-463f-8118-2ed3618cfec1,90.3386935,5.486439443,3.314977932,-4.048722465,-4.492137737,81.21942696,0.427947509,0.130349837,-6.969990386,-2.329724271,0.427073229,11.98694149,18.80896554,7.633435737,75.07514001,2072.215873,277.7235268,99.11381913,-0.841692063,0.132834806,-0.523363531,,,,,,,,,,,,,,,,,0.997286474,0.0,,,medium,high,22.43237399,88.42470253,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.40505,0.0,,-1
29,7/24/2025,6:44:18 PM,2,4,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,2,1,Fastball,,StrikeCalled,,,,,,,89.80210174,-2.271974255,-6.051205855,2217.915357,212.8844298,1:00,5.510172894,4.350424254,6.000000192,-15.27262632,20.27467062,11.90295428,2.112950475,0.302619234,80.48934211,-5.157569617,-3.810279846,0.429116104,,,,,,,,,,,,-8.434251274,11.71176869,-3.862594956,50.0,5.315109826,13.36773745,-129.7411962,-5.671311831,-14.12319364,31.59920722,-12.56263754,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,cbdf5e85-99de-432e-b4d6-0a424da99c01,90.05223025,5.512727715,4.35571854,-2.303474121,-6.114761716,80.69754937,2.111553588,-0.306931472,-5.177036124,-3.874824765,0.428940468,12.50454704,19.46134023,-2.094625155,27.29407868,2216.433406,-81.06472455,99.93318269,-0.839206332,-0.036549963,-0.54258348,,,,,,,,,,,,,,,,,0.997573469,0.0,,,medium,high,65.43532919,-9.349709355,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,113.81738,0.0,,-2
30,7/24/2025,6:44:38 PM,2,5,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,2,2,Fastball,,Foul,,,,,,,90.81300462,-1.790043408,-5.829054891,2333.537291,208.3440406,1:00,5.445580133,4.756559883,6.000000192,-13.38330942,21.35499354,10.59735265,2.657458051,-0.203417413,81.28990461,-4.321815471,-3.832422932,0.424205038,,,,,,,,,,,,-7.670523675,12.14260435,-4.286259418,50.0,5.291203813,13.05543985,-131.2861286,-4.563031031,-13.14069333,32.5755889,-11.37204874,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,7bb7eff6-0657-49e2-9605-e00b8a97dbfa,91.0691783,5.448839241,4.761298926,-1.830040915,-5.885786333,81.50365338,2.655500517,0.199587202,-4.349864611,-3.889892361,0.424027978,11.13389069,20.61399129,-0.971214073,72.3740585,2333.202049,-39.55362444,99.98563372,-0.879986244,-0.016950072,-0.474696645,,,,,,,,,,,,,,,,,0.993140891,0.0,,,medium,high,24.86334735,58.7603168,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.125984,0.0,,-2
31,7/24/2025,6:44:55 PM,2,6,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,2,2,Curveball,,BallCalled,,,,,,,76.38252889,4.105964225,-4.226085961,2763.353597,37.51738249,7:15,4.812682848,5.921498001,6.000000192,-62.28799814,-12.66157081,-13.4251006,3.455041065,-0.867903711,68.32016988,-7.671647532,-6.766152107,0.507023429,,,,,,,,,,,,5.717422686,-8.38907673,-5.568931923,50.0,5.112863615,8.522019311,-110.3721893,6.245361438,6.835166241,25.28868564,-42.20317236,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,1597ce7b-4872-475b-bebf-13a0721d07da,76.52061561,4.795419472,5.919885428,4.30896864,-4.207348011,68.3812002,3.468468808,0.869298115,-7.471704923,-6.744960249,0.50690222,-13.59913207,-16.63547293,-32.03259957,10.24949394,2342.623197,-1465.687436,84.77464482,0.672405878,-0.530401696,0.516279359,,,,,,,,,,,,,,,,,0.917515684,0.0,,,medium,high,99.22454454,32.21836681,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,13.533185540952374,33.11369388238095,24.1341202702381,-5.9876892070476195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,108.751015,0.0,,-2
32,7/24/2025,6:45:11 PM,2,7,Trey Carter,,Right,Springfield lucky horseshoes 2025,Cole Jones,,Right,Normal cornbelters,,1,Bottom,1,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,90.72079065,-0.781796246,-7.804686027,2168.61305,216.9951121,1:15,5.541774904,5.095975275,6.000000192,-16.00574859,19.04540219,13.14049454,3.474526865,1.107808938,81.06942507,-3.803514112,-5.344764826,0.426110919,,,,,,,,,,,,-9.69614957,10.5557009,-4.463913112,50.0,5.468205305,17.48152921,-130.6700334,-2.322217296,-16.46495287,32.12364522,-14.24949957,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,bbce5e8c-e7c0-4c5f-9021-cce3d1618faa,90.97728107,5.543875386,5.10180233,-0.807851028,-7.873980206,81.28121579,3.473501774,-1.112481122,-3.817610635,-5.415154936,0.425936851,13.80197249,18.19300172,-0.054875912,3.893268449,2168.612056,-2.077022144,99.99995413,-0.798686481,-0.000957765,-0.601746614,,,,,,,,,,,,,,,,,0.99617782,0.0,,,medium,high,86.4960584,-35.9568502,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.695,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.84118,,0.695,-1
33,7/24/2025,6:45:43 PM,3,1,Trey Carter,,Right,Springfield lucky horseshoes 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,1,0,0,Slider,,Foul,,,,,,,80.78504186,1.804457384,-5.684732225,2552.273628,53.6944819,7:45,4.969797542,6.33905625,6.000000192,-46.01688805,-1.682012287,-10.0839385,2.82095388,-0.197968721,72.32262608,-6.875791365,-7.583731309,0.479230301,,,,,,,,,,,,3.379281019,-1.575980683,-5.868689894,50.0,5.091115478,11.91062785,-116.7264135,2.366698914,4.52326428,28.07500284,-34.2835448,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,bbc1521f-eed6-427a-a67d-12978d21522b,80.99086314,4.959250457,6.339696406,1.927278146,-5.692668651,72.46440354,2.829719714,0.197792605,-6.743487562,-7.586017326,0.479049513,-10.00434269,-4.700439952,-61.9268318,17.01832722,1201.096698,-2251.991873,47.05987182,0.278637169,-0.88234735,0.379241983,,,,,,,,,,,,,,,,,0.997530552,0.0,,,medium,high,74.6835055,-26.35320579,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,9.13067257095237,22.13413535938095,20.792958170238098,-3.6861823660476194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100.94464,0.0,,-2
34,7/24/2025,6:46:07 PM,3,2,Trey Carter,,Right,Springfield lucky horseshoes 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,1,0,1,Changeup,,BallCalled,,,,,,,73.85610803,1.984316117,-5.470754545,1411.137378,235.7374128,1:45,5.653475871,6.006359175,6.000000192,-38.99485848,13.5423011,15.96132563,4.257294913,-2.236476839,66.06950709,-5.390560599,-2.454654157,0.521680756,,,,,,,,,,,,-10.47729243,6.653607433,-5.568629932,50.0,5.793318916,9.804934409,-106.8154015,2.678950176,-11.86390877,21.81287042,-24.63987107,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,b900b0ec-308f-4938-a65b-87d0e393d40e,74.07673669,5.649649443,6.013216586,2.027562794,-5.551408054,66.23566696,4.261288321,2.231152555,-5.328554556,-2.535575838,0.521455023,16.72302543,11.35162279,4.405671539,25.91484899,1406.967683,108.4003613,99.70451531,-0.561322968,0.076817724,-0.824024006,,,,,,,,,,,,,,,,,0.992178878,0.0,,,medium,high,66.67663591,7.729552797,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119.01479,0.0,,-1
35,7/24/2025,6:46:24 PM,3,3,Trey Carter,,Right,Springfield lucky horseshoes 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,1,1,1,Fastball,,Foul,,,,,,,90.24641104,-1.452080102,-4.662333697,2249.262134,215.6026005,1:15,5.377213459,3.703014645,6.000000192,-15.61836763,19.43292145,12.76683436,2.721358276,-0.424184639,80.7931625,-4.40990854,-2.247975275,0.42611176,,,,,,,,,,,,-8.461953372,10.99373182,-3.329808311,50.0,5.249461089,10.2447371,-130.7277959,-3.834382125,-14.36502529,32.44725838,-13.51107324,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,21124e3c-3fc4-4e7a-94ef-9ef6fb8cf54e,90.50170696,5.37951485,3.70883198,-1.479939248,-4.730443636,80.99786032,2.720275373,0.419792084,-4.425258689,-2.314938585,0.42593344,13.40905362,18.54106105,4.419620931,23.71300958,2242.573776,173.3291857,99.70264213,-0.810656599,0.077060465,-0.580428776,,,,,,,,,,,,,,,,,0.996814461,0.0,,,medium,high,111.3417086,-13.31907613,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.08551,0.0,,-2
36,7/24/2025,6:46:57 PM,3,4,Trey Carter,,Right,Springfield lucky horseshoes 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,1,1,2,Curveball,,Foul,,,,,,,75.97710851,2.409967092,-3.521194589,2706.849303,41.20375048,7:15,4.964128943,4.811894889,6.000000192,-60.48027923,-10.5467157,-13.85143031,2.169474338,-0.380906705,68.23852541,-9.011045364,-6.148205968,0.508589984,,,,,,,,,,,,6.204647443,-6.616867287,-4.516768807,50.0,5.126219062,7.148973217,-110.0585555,2.996224914,7.370890381,25.25599596,-40.03464181,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,e12b02e4-a91a-4bfa-a722-0c270ef00a15,76.11758183,4.947804947,4.810547683,2.601232263,-3.505678534,68.3052024,2.182125753,0.382123373,-8.822729618,-6.1295309,0.508456944,-13.99436244,-14.46030473,-38.16447613,20.76236563,2128.233621,-1672.619145,78.62401569,0.591544915,-0.617921043,0.517926827,,,,,,,,,,,,,,,,,0.982930781,0.0,,,medium,high,71.31387094,51.07308739,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,13.938605920952384,30.99883877238095,24.560449980238097,-4.291692074047619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106.2403,0.0,,-2
37,7/24/2025,6:47:18 PM,3,5,Trey Carter,,Right,Springfield lucky horseshoes 2025,Jackson Stanek,,Left,Normal cornbelters,,1,Bottom,1,1,2,Changeup,,InPlay,,GroundBall,Out,2.0,0.0,,77.25173088,-0.652904876,-7.988440143,1441.272515,236.1870854,1:45,5.714373421,6.173460409,6.000000192,-35.00521858,13.32631212,16.1571826,2.185614536,-0.3849186,68.85991255,-7.251238313,-2.955143646,0.502956942,67.15464009,-4.675033321,43.46532971,,,,,21.77990929,,37.50374112,0.210144683,-10.65066579,7.403935089,-4.145164562,50.0,5.602205302,11.14869925,-110.7241095,-2.07522857,-12.97997786,23.1468952,-23.15086593,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,36524054-d88d-420c-bca0-80fc45bfa717,77.46848694,5.711216376,6.180444335,-0.616613468,-8.070837798,69.02394625,2.189022116,0.379443979,-7.198276328,-3.038553568,0.502752297,16.94429789,11.52134756,0.083129198,31.46308025,1441.270998,2.091110162,99.99989475,-0.556482322,0.001450878,-0.830858183,46.04302239,48.57805902,-5.473386249,-0.34931378,2.634676707,2.336944414,13.25989692,17.27829802,,,,,,,,,0.997835782,0.0,,31.99348379,medium,high,61.68322777,7.455675346,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,118.97377,0.5,0.0891,-1
38,7/24/2025,6:49:56 PM,1,1,Will Davidsmeier,,Right,Normal cornbelters,Brady Vessells,,Right,Springfield lucky horseshoes 2025,,2,Top,0,0,0,Fastball,,BallCalled,,,,,,,86.66407838,-0.12488017,-3.389234872,2165.614142,205.1232198,12:45,6.039954097,2.450213468,6.000000192,-18.70670765,19.24315893,7.455878623,4.364795334,0.082075872,77.46651193,-3.67334833,-1.975314122,0.443380562,,,,,,,,,,,,-5.1904344,10.4539058,-2.178136625,50.0,6.018939933,7.213920628,-125.754127,-0.860520754,-8.133396541,30.60113527,-15.79280773,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,8e0be312-ad4b-4856-a032-e8a0ff443069,86.92461333,6.042313944,2.454818603,-0.154088732,-3.443514051,77.67956294,4.363816431,-0.085559035,-3.686987429,-2.028683487,0.443179394,7.966337166,18.16341339,-32.15144341,8.473925186,1833.50521,-1152.450978,84.66444575,-0.766549193,-0.532158964,-0.359456773,,,,,,,,,,,,,,,,,0.997231397,0.0,,,medium,high,82.37346733,-12.39888917,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,112.554276,0.0,,-1
