PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,RunValue,Stuff+,xBA,xWOBA
64,06/21/2025,7:00:35 PM,3,1,Luka Zachman,,Right,Normal cornbelters,Jorge santana Ii,,Right,Danville dans 2025,,2,Top,1,0,0,Fastball,,BallCalled,,,,,,,85.5502381275743,-0.3380577508261471,-4.404376607191988,2219.361911583604,196.29543820685512,12:30,5.75153950873878,3.856314580163565,6.000000192000004,-20.258863094301084,18.786071111569484,4.043799522394699,3.7481778577445,-0.0918162199870163,76.52152553435978,-4.173984367351972,-3.639530676405393,0.4497320827113987,,,,,,,,,,,,-3.69397269770674,10.280042545931677,-3.499189338691849,49.999999999999964,5.7122003274210655,9.424789668300564,-123.98505737783766,-1.359282644793867,-5.625898469753698,29.77957480777576,-16.517605870521475,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,2a1f4cc9-bb5f-4108-a149-b0d8d6dbccdc,85.81063230037596,5.753321622806152,3.859714406465677,-0.3606575283841723,-4.444631082044295,76.73555486271142,3.747661441874975,0.0892845405715038,-4.18055883762848,-3.678700165849587,0.4495270840221912,4.424256372711772,17.602263113012025,-42.592751432325386,90.08839157712188,1633.8558648339122,-1502.0260675287418,73.61827092310918,-0.7066085088337907,-0.6767828445145235,-0.2065657198436298,,,,,,,,,,,,,,,,,0.994587315224654,0.0,,,medium,high,8.92044758059028,62.34457563258978,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,100.42588806152344,0.0,
65,06/21/2025,7:01:00 PM,3,2,Luka Zachman,,Right,Normal cornbelters,Jorge santana Ii,,Right,Danville dans 2025,,2,Top,1,1,0,Fastball,,StrikeCalled,,,,,,,87.71912871471949,-2.61398205190144,-2.608906306566346,2270.57967356616,201.05131640959803,12:45,5.6348987852325605,1.4806501219512025,6.000000192000004,-18.1094379344892,18.901193666964645,5.328027404282951,1.6921511065481774,0.5017257271329669,78.76845733084103,-6.032811842189411,-1.5984832477395552,0.4378594938731565,,,,,,,,,,,,-3.758382386565912,11.101574580328158,-1.2710831187673255,49.99999999999997,5.411115826772164,5.629470866731247,-127.25818899076624,-6.390703827434324,-6.041314597735986,30.93477543253266,-14.3291105479389,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,b557aa74-cc48-4df5-9bd1-a6e88b48e7e2,87.97512123600997,5.637029727140584,1.4843997631379775,-2.640289380892459,-2.6531066241805608,78.97853303559926,1.691282128403238,-0.5045942706441264,-6.044485650472244,-1.641603531786613,0.4376648068832204,5.742604054402505,17.89266126603174,-37.48450779368718,91.55057099383212,1801.7456387157367,-1381.7542138096164,79.35179107306661,-0.7405577979614822,-0.6085468965902617,-0.2850347742448311,,,,,,,,,,,,,,,,,0.9941840620755408,0.0,,,medium,high,7.604486105551319,89.70679636478442,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,89.81829071044922,0.0,
66,06/21/2025,7:01:15 PM,3,3,Luka Zachman,,Right,Normal cornbelters,Jorge santana Ii,,Right,Danville dans 2025,,2,Top,1,1,1,Curveball,,InPlay,,GroundBall,Out,1.0,1.0,,77.50208970351102,2.781697674004,-1.3097030427058662,2293.50311157952,18.61752589812132,6:30,5.317428471481243,1.7506187647103406,6.000000192000004,-64.65714888468662,-16.89324284156124,-7.294236175358312,2.517333950804493,0.0746760551867809,69.61372642649992,-9.456537256934933,-2.699895271521604,0.4974179348789264,,,,,,,,,,,,3.476795666988896,-10.172436375601714,-1.6397261183006624,50.00000000000004,5.50708231982044,2.773525615876212,-112.43433541687536,3.665113037978212,4.320280386896093,25.944552010095563,-44.81436025416237,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,dbe8f957-8d36-48e1-a4de-696289c2bda9,77.61938261862919,5.29976418008175,1.750756153777183,2.993356234718588,-1.3115999122928812,69.65483541560549,2.5311051861980345,-0.0746555577056459,-9.251112184409331,-2.6994018221290728,0.4973185269259412,-7.274472538397553,-20.789350910557417,-24.82991646242506,81.00699158376601,2081.487877041507,-963.1016252473976,90.75583401358462,0.8600665390806309,-0.4199260164003511,0.2897372760001683,,,,,,,,,,,,,,,,,0.9969166462725788,0.0,,,medium,high,17.093707574610605,42.687780330914975,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,0.0,123.63748168945312,0.0,0.0
67,06/21/2025,7:01:49 PM,4,1,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,2,Top,2,0,0,Curveball,,Foul,,,,,,,77.76377484467285,3.824393071691008,-1.8070245623205,2311.895288803872,15.713435632939282,6:30,5.463727597795402,1.8000894185570038,6.000000192000004,-64.67530428979124,-17.165369349034044,-6.1047177419014,3.6355444989871617,0.3886313374113057,69.66472123455347,-8.429200280111715,-2.969167336479333,0.496093732458758,,,,,,,,,,,,2.6564970219827098,-10.683974208397046,-1.6493374037181208,49.999999999999964,5.7386444934921705,3.725326155643218,-112.67872172110052,5.730494231541983,3.3196691277313453,25.81658155418896,-45.52518796394637,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,757d65f4-db9e-443c-a3be-e7e43de80f03,77.88687413870265,5.44551685050271,1.800888107617225,4.038941568295229,-1.81677540114281,69.70933193016023,3.649388004477835,-0.3890935278630841,-8.222030773169726,-2.9760014861407287,0.4959946018172425,-6.010991058797022,-21.02597454973597,-24.92110090978136,76.46196744018441,2096.632156710625,-974.1629359817032,90.68888919252828,0.8729968807884149,-0.4213698348274741,0.2456092596608792,,,,,,,,,,,,,,,,,0.5999627625752257,0.0,,,medium,high,21.184229303834,87.09384259751243,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,118.00716400146484,0.0,
68,06/21/2025,7:02:07 PM,4,2,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,2,Top,2,0,1,Fastball,,BallCalled,,,,,,,86.03996395828521,-2.08741287391293,-5.316066724150266,2170.453907493451,196.56810637680016,12:30,5.73295179060749,2.5897004182491683,6.000000192000004,-21.81625223395024,16.908436321335888,2.8349753177629275,1.9656592749721773,2.128997057005256,77.23238454946005,-6.196261457692944,-4.781621613879587,0.447883939211933,,,,,,,,,,,,-3.338667842782841,9.856521536545529,-2.15707719590106,50.000000000000064,5.549480870452667,11.492459489498676,-124.4534159528795,-5.232411800295371,-5.1279634708055095,29.796340095283163,-17.035112510281795,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,df09c75a-313b-4c46-8318-dbe5331694ea,86.29606460718874,5.73369582800139,2.592883425912504,-2.097522635620175,-5.353640022033004,77.44176729638254,1.965906307243788,-2.1314020597089747,-6.191055866168299,-4.817639926856323,0.4476826185056116,3.190617870950186,15.664690153186392,-50.8405166309994,92.06509884923494,1370.600702618961,-1682.9509435910488,63.14811376030551,-0.6052629589770969,-0.775391238570279,-0.1800699243036929,,,,,,,,,,,,,,,,,0.9907161472470324,0.0,,,medium,high,7.141411035688634,-77.95095398740052,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,89.03827667236328,0.0,
69,06/21/2025,7:02:21 PM,4,3,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,2,Top,2,1,1,Fastball,,StrikeSwinging,,,,,,,84.35521344903414,2.4769406799134286,-1.5152100865743043,,,,4.597797350722005,1.944828146339314,6.000000192000004,,,,3.744467977293108,-0.5362731001105444,75.30091072543762,-4.721207974646441,-1.5152100865742768,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,7346bde1-4fbe-49e6-9492-2bb2fb534092,84.5931310704418,4.591424532370609,1.9448281463393169,2.552151099945779,-1.5152100865742968,75.48202678657341,3.750261257920865,0.5362731001105405,-4.6317247070582,-1.5152100865742968,0.4557373604091497,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0.0,,0.0,
70,06/21/2025,7:02:40 PM,4,4,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,2,Top,2,1,2,Fastball,,BallCalled,,,,,,,84.45466967575535,0.6845017530127646,-3.0623415264098264,2121.4766749615305,201.068117796101,12:45,5.745093887842114,3.3792490970791365,6.000000192000004,-23.4686694223676,16.512871014409914,4.842306498939947,4.426482999661832,-0.933940562730951,75.44619859568154,-3.769471547690114,-2.143391070495356,0.4550941824611824,,,,,,,,,,,,-3.6754809623202,8.700614636279298,-3.1323689533048404,49.99999999999995,5.787365029643788,6.409646317777409,-122.56980272243553,0.7506274782955662,-5.465300294245947,29.319984273917225,-19.23656678599107,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,2288797b-1237-49e0-bf7a-b115f5cc17a4,84.71245956070638,5.745785191105303,3.383423202294104,0.6746508283778784,-3.112311407323084,75.65925789957386,4.426849790838991,0.9307289632981736,-3.7624664631981615,-2.1924974278417566,0.4548836891999358,5.31259960067692,15.13413169002418,-47.93299559871631,96.008060936934,1421.387700163393,-1574.9032631339778,66.99992118410482,-0.6252122504919689,-0.7423618094516812,-0.2408497160106138,,,,,,,,,,,,,,,,,0.989011216628193,0.0,,,medium,high,3.5927451567595408,81.1918679729433,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,103.24671173095703,0.0,
71,06/21/2025,7:02:56 PM,4,5,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,2,Top,2,2,2,Curveball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,77.76305394252178,1.439721383992468,-1.1347688382583248,2222.953897566995,12.66777189721503,6:30,5.081330281748573,0.6748327413006047,6.000000192000004,-63.49671721781452,-16.097799061803443,-5.244611634339002,1.128549082814305,0.817003148672894,70.05280516192963,-10.554586721185036,-2.1352746914471363,0.4955137806844863,,,,,,,,,,,,2.426779468953096,-9.257838522147711,-0.5793764572978624,50.00000000000007,5.1621820373880665,2.382972569782768,-112.9100490624173,1.0653223220066186,3.0379956949709523,26.353411676862155,-43.76359611663474,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,0c71dfb3-323d-41cb-b698-2cfa94360069,77.8838501915151,5.063847480611543,0.6766436374781769,1.6449652712933855,-1.1564113341144853,70.09860490222611,1.1418677982631256,-0.8181742559140237,-10.3576431284621,-2.1528562512931297,0.4954046460613081,-5.0389263781551294,-19.964191865395897,-31.102695608776,66.74745523254389,1903.3882243302824,-1148.319336329885,85.62427796696664,0.8354001608566609,-0.5165736174676008,0.1877718535273644,,,,,,,,,,,,,,,,,0.9821151178506758,0.0,,,medium,high,29.92729029071049,-76.0814773053584,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0.0,123.63748168945312,0.0,0.0
72,06/21/2025,7:04:46 PM,1,1,Jack Bussard,,Left,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,2,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,82.59958232628956,-1.871471832225683,-1.361477296463714,1838.1491339468216,160.92104999776888,11:15,6.6278266869418925,-0.1760221939062244,6.000000192000004,-22.09485087693789,19.596746755020536,-5.430892622862712,3.046144769522689,1.89418319977086,74.19632943171082,-6.043917787563127,-2.3924674044847247,0.4647247380498919,,,,,,,,,,,,2.474780389287748,11.239383385950145,0.290084537031105,49.99999999999998,6.462502834335584,3.013609999418019,-119.97016097074734,-4.581468194411138,3.530089885219505,27.812562527977924,-16.141906379036207,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,8a495887-0425-4657-805c-39800267a7e1,82.84682686388847,6.629185772217443,-0.1796381042984385,-1.888985882730303,-1.3187060742739882,74.39845012550835,3.04599904726252,-1.8914642954598548,-6.045050187408488,-2.3505788285421727,0.4645107414556368,-5.832151532731697,18.275677697567502,25.58235279911622,67.90415921268415,1657.9472222851598,793.7274385747129,90.19655650710249,-0.8524197537349032,0.4318079659132139,0.2948261250574983,,,,,,,,,,,,,,,,,0.8903110881012098,0.0,,,medium,high,28.88625670858419,57.10832888352004,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,100.06597900390625,0.0,
73,06/21/2025,7:04:58 PM,1,2,Jack Bussard,,Left,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,2,Bottom,0,0,1,Fastball,,StrikeSwinging,,,,,,,84.06450870636651,0.2296489109517028,-1.3267933145640076,,,,5.609152927170863,-0.2372767274766065,6.000000192000004,,,,2.6499468836197178,1.4706105036132684,75.40591237428492,-6.981491138237068,-1.3267933145640385,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,5f8f73a5-f898-4d42-812e-58da598d71d6,84.29444287354421,5.602583917342168,-0.2372767274766055,0.3061655009236342,-1.3267933145640218,75.57793561977701,2.655687535360489,-1.470610503613267,-6.892858104917554,-1.3267933145640207,0.4568817077890122,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0.0,,0.0,
74,06/21/2025,7:05:10 PM,1,3,Jack Bussard,,Left,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,2,Bottom,0,0,2,Fastball,,BallCalled,,,,,,,82.91332189354267,-0.775922112023501,-0.7330600552356974,1895.7846319014016,161.69354679821478,11:30,6.576274949531739,-0.7077749992657014,6.000000192000004,-20.90743355064234,20.44607206799684,-5.67998590188407,4.112748510990869,1.8624457371089853,74.2811538468836,-4.737836981888178,-1.8123980857986872,0.4628365931435393,,,,,,,,,,,,2.822334158803015,11.329715073970007,0.7707742341696595,49.999999999999964,6.50097214742485,1.7121466659398823,-120.49664221534476,-2.259237805466742,4.057963235865789,28.230240246316825,-15.884140363307695,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,5c56723b-02eb-4921-a4f0-0a0d90a77dab,83.16255011424153,6.5781317009794025,-0.711206384514106,-0.7998263618818537,-0.6915335578679735,74.48922755374385,4.112176514993872,-1.8597695012693345,-4.745511469124637,-1.7707677045933057,0.462624571102608,-6.069899602594102,19.16387363826544,22.026501319014407,79.0006821210101,1757.4122317163904,710.986370029095,92.70104853386069,-0.8800945836520956,0.3750354117577174,0.2911734255627803,,,,,,,,,,,,,,,,,0.9940691457333772,0.0,,,medium,high,18.89938609109091,55.89662859127365,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,115.77890014648438,0.0,
75,06/21/2025,7:05:26 PM,1,4,Jack Bussard,,Left,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,2,Bottom,0,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,83.5325373429656,-2.1651448001058613,-2.280859526262709,1934.902312829241,160.90501260293792,11:15,6.405808805209509,0.3882284771568955,6.000000192000004,-21.175558283454848,19.65294268819872,-5.454103535453537,2.6263523344551447,2.187217068468063,75.04588225260667,-6.158423993008148,-3.3149918111393823,0.4598892308909353,,,,,,,,,,,,2.1730593307123445,11.371877168581412,-0.1991879880199573,49.999999999999964,6.216971205935029,4.9936385504583685,-121.23994091592633,-5.226813048346958,3.165093936627809,28.443673566992363,-15.610737684822196,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,ae24bcd5-691e-4ca2-906c-11a6a6845d2c,83.78041497369644,6.407371845009974,0.3845950250940155,-2.1852214154165943,-2.237707381137363,75.24907205539428,2.626023495609509,-2.184496231290157,-6.162524537990483,-3.272704810327836,0.4596799723121925,-5.859865117971252,18.384141711502515,26.074988302312587,77.84691757602542,1737.9670612960915,850.4807193827342,89.82195378922319,-0.8487972854040325,0.4395471098172132,0.2938392528953203,,,,,,,,,,,,,,,,,0.9945710045312928,0.0,,,medium,high,19.937774181577048,63.84513761510629,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0.0,100.06597900390625,0.0,0.0
76,06/21/2025,7:05:52 PM,2,1,Jack Bussard,,Left,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,2,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,84.14214752998998,-1.8980781893905567,-1.895966065696852,1717.100613395818,157.30942853527904,11:15,6.55552074102172,-0.8897163349540257,6.000000192000004,-23.13420309427119,17.093758946286297,-5.603810064350814,2.8619962976068147,3.119442848256931,75.57042488827119,-6.264658836475068,-2.9594335527439424,0.4564944883187427,,,,,,,,,,,,2.382473807423443,9.900662799253686,1.0474486831892669,49.99999999999999,6.387392946773436,4.21462249257653,-122.16983178329868,-4.754544223630475,3.521389860221587,29.01553081870648,-17.540481115222466,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,54273156-a53a-4ddc-a051-b2da8f1e6a9b,84.38833302493978,6.556017157712043,-0.8935566117602277,-1.9054815606346032,-1.8494178477526688,75.77412555948034,2.862464297416764,-3.116465598181309,-6.256510161628377,-2.913205877717518,0.4562899965185607,-6.041694164024149,15.707121065780944,33.07664506213805,36.25334167255021,1438.8294285023237,937.1256010802242,83.79412465859106,-0.7730859191126019,0.5457604486128049,0.3232393763138602,,,,,,,,,,,,,,,,,0.7981007823333286,0.0,,,medium,high,57.3719924947048,60.40692361663922,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,96.82234954833984,0.0,
77,06/21/2025,7:06:05 PM,2,2,Jack Bussard,,Left,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,2,Bottom,1,1,0,Fastball,,BallCalled,,,,,,,84.44338699470511,-3.129579374689524,-1.3243376307234365,1825.2619911943352,161.4057220830028,11:30,6.487195127581028,-0.583789008693878,6.000000192000004,-21.767199461265108,18.16946948508124,-4.434100176717865,1.7609764771045466,2.1843476325982008,76.01042528127756,-7.224883948730419,-2.1658807714695705,0.4548387334861367,,,,,,,,,,,,1.9508739007970464,10.886721261401345,0.6942493878328212,49.999999999999936,6.219349001922992,2.968331056344889,-122.53929693165206,-7.366645160986687,2.905643437611092,28.83387331238386,-15.959300812453922,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,aa03842b-41fb-40fa-84bf-80acacf0d8e3,84.69071647228617,6.488105494901594,-0.5871588889501574,-3.141820524639078,-1.284384692448029,76.21176572364362,1.761108088522181,-2.1817942852597803,-7.221901534774191,-2.12718196477841,0.4546330357798638,-4.808836551291612,16.899664172717813,32.69844742722517,42.44049743344989,1536.0043601746977,986.0385094016498,84.1525418041294,-0.7975980095873524,0.5402175217358517,0.2683327119675654,,,,,,,,,,,,,,,,,0.5974132719534676,0.0,,,medium,high,51.803552309895096,67.59656569513207,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,98.001953125,0.0,
78,06/21/2025,7:06:21 PM,2,3,Jack Bussard,,Left,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,2,Bottom,1,2,0,Curveball,,StrikeCalled,,,,,,,73.32278870485999,0.9395525029252592,-1.1566765975747937,,,,6.113206092420243,-0.0470772682911652,6.000000192000004,,,,2.815568815062851,1.1222312434995934,65.99903378382271,-8.523983363025007,-1.156676597574782,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,a062ddaa-0220-429b-9f0a-becf365d850d,73.52332578315745,6.104577662316771,-0.0470772682911682,1.0402093466966296,-1.1566765975747848,66.13926115957261,2.823180045634212,-1.1222312434995936,-8.408126308185816,-1.156676597574786,0.5238670576702782,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
79,06/21/2025,7:06:35 PM,2,4,Jack Bussard,,Left,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,2,Bottom,1,2,1,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,82.2625233240852,0.1824015674790364,-0.2929379228265837,,,,5.534688236668515,-0.2326636649568575,6.000000192000004,,,,2.392050222519444,0.5049206894988251,73.84552625521907,-7.343617736949334,-0.2929379228265833,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,d61da76d-4dc0-483d-8cd6-75588c461fc5,82.4852348360548,5.527990971854571,-0.2326636649568579,0.2617553863714785,-0.292937922826583,74.0133736870176,2.398225126141842,-0.504920689498825,-7.250417548075678,-0.2929379228265828,0.4667784846114688,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,0.0,,0.0,0.0
80,06/21/2025,7:07:05 PM,3,1,Jack Bussard,,Left,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,2,0,0,Fastball,,StrikeCalled,,,,,,,82.45214954102794,0.3788775766080339,0.2064831107495586,,,,5.17096465442704,-0.5129545953514979,6.000000192000004,,,,2.226296168012357,0.3210496677036262,73.97990925386667,-7.115614967110626,0.206483110749567,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,f4eac020-0a46-454c-be0b-f0fd071e9d91,82.67662508926608,5.1642684218091,-0.5129545953514993,0.4579923374779356,0.2064831107495637,74.14857447950159,2.232418960237576,-0.3210496677036267,-7.02296547206187,0.2064831107495637,0.4657010380573139,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,,0.0,
81,06/21/2025,7:07:18 PM,3,2,Jack Bussard,,Left,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,2,0,1,Fastball,,StrikeCalled,,,,,,,83.28516894390293,-0.6672274348193246,1.5698064439206108,,,,5.401509640948826,-1.3253228294189254,6.000000192000004,,,,1.546882565476147,-0.1340105242943163,74.86388635447561,-8.001222108164892,1.5698064439205852,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,e7e829f6-8abd-40a0-9a44-45ca483f588f,83.50782439709866,5.394932697413174,-1.3253228294189243,-0.5896680995018555,1.5698064439205983,75.03226329273134,1.5528554552246971,0.1340105242943178,-7.910511480940248,1.569806443920598,0.4612752046189183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,,0.0,
